year,n,auroc_raw,auroc_static,auroc_sliding,brier_raw,brier_static,brier_sliding,slope_static,slope_sliding
2014,223102,0.7257113836646176,0.725610614770618,0.7253920913171531,0.13711132497162598,0.1364194305986177,0.13486154369538123,0.1490269884603456,0.10847653105925015
2015,375543,0.6620379322017985,0.6623383537206222,0.6610248624801485,0.15278095811513323,0.15242624427941953,0.15347718727560927,0.1236551498798466,0.10214424876600564
2016,293057,0.6536782823381008,0.6536044898332076,0.6546486811751457,0.17131514922166266,0.17012290880560468,0.16976402190975068,0.1387684987653071,0.1365235609356503
2017,169117,0.6569292680020197,0.6568691395462086,0.6564121172817992,0.17017498771022616,0.16898494079419216,0.16806487554504382,0.13669062090687398,0.13578975869949922
