month,feature,mean_abs_shap
2014-10,purpose,0.07546201468764523
2014-10,home_ownership_n,0.05945544717015047
2014-10,addr_state,0.016454182930048727
2014-10,zip_code,0.12636893583528572
2014-10,fed_funds_rate,0.0011023118951857325
2014-10,us_unemployment,0.05376858890097276
2014-10,vix_close,0.002130185046610347
2014-10,us_10y_treasury,0.0003638344998418259
2014-10,us_real_gdp_yoy,0.0006726867152700758
2014-11,revenue,0.15856798753910278
2014-11,dti_n,0.1306948710371731
2014-11,loan_amnt,0.22572620972729143
2014-11,fico_n,0.2517841266159627
2014-11,experience_c,0.0
2014-11,emp_length,0.012858680570501848
2014-11,purpose,0.07315242233536931
2014-11,home_ownership_n,0.05964151634198847
2014-11,addr_state,0.01526367679469309
2014-11,zip_code,0.12851348519058375
2014-11,fed_funds_rate,0.0011323358189246
2014-11,us_unemployment,0.053382521786456937
2014-11,vix_close,0.001952688502398722
2014-11,us_10y_treasury,0.0003404639974685456
2014-11,us_real_gdp_yoy,0.0003587013181218836
2014-12,revenue,0.16281149853669627
2014-12,dti_n,0.12817280144844811
2014-12,loan_amnt,0.22740928845619707
2014-12,fico_n,0.26133335623520465
2014-12,experience_c,0.0
2014-12,emp_length,0.012601273962732557
2014-12,purpose,0.08146732547441671
2014-12,home_ownership_n,0.05746852555997491
2014-12,addr_state,0.015233223066095977
2014-12,zip_code,0.1232924020665074
2014-12,fed_funds_rate,0.0011206900047915855
2014-12,us_unemployment,0.04976647791010453
2014-12,vix_close,0.001437152344378772
2014-12,us_10y_treasury,0.0003383771699518811
2014-12,us_real_gdp_yoy,0.00036253032572269357
2015-01,revenue,0.15848417415799243
2015-01,dti_n,0.13102945384291043
2015-01,loan_amnt,0.21414418122607207
2015-01,fico_n,0.26523730623633096
2015-01,experience_c,0.0
2015-01,emp_length,0.01302664692146361
2015-01,purpose,0.06764708804203755
2015-01,home_ownership_n,0.05627116687418348
2015-01,addr_state,0.014605440903817641
2015-01,zip_code,0.1250751237954634
2015-01,fed_funds_rate,0.0014645960678551315
2015-01,us_unemployment,0.05876470279473951
2015-01,vix_close,0.0094571158698527
2015-01,us_10y_treasury,0.000477636291786643
2015-01,us_real_gdp_yoy,0.00033501323034832554
2015-02,revenue,0.1544269165627871
2015-02,dti_n,0.13207813823813006
2015-02,loan_amnt,0.22075681506478914
2015-02,fico_n,0.2759774760400822
2015-02,experience_c,0.0
2015-02,emp_length,0.015853153662915887
2015-02,purpose,0.07127216102068783
2015-02,home_ownership_n,0.0592096528203673
2015-02,addr_state,0.014339926941474953
2015-02,zip_code,0.12253627235703497
2015-02,fed_funds_rate,0.0010672293167049392
2015-02,us_unemployment,0.05539223793543532
2015-02,vix_close,0.012575868300753955
2015-02,us_10y_treasury,0.0009292702181854397
2015-02,us_real_gdp_yoy,0.0006716991263453755
2015-03,revenue,0.15381725834326845
2015-03,dti_n,0.13797758541996674
2015-03,loan_amnt,0.21511714778067106
2015-03,fico_n,0.2533704737987556
2015-03,experience_c,0.0
2015-03,emp_length,0.013124681336406978
2015-03,purpose,0.08141432833415765
2015-03,home_ownership_n,0.050122381646458866
2015-03,addr_state,0.016198194802128297
2015-03,zip_code,0.1251298151330232
2015-03,fed_funds_rate,0.0010562199620113488
2015-03,us_unemployment,0.07680861231759165
2015-03,vix_close,0.0013389134809213387
2015-03,us_10y_treasury,0.0008635644137586454
2015-03,us_real_gdp_yoy,0.0007430082518344648
2015-04,revenue,0.15568367212840475
2015-04,dti_n,0.13181690969276252
2015-04,loan_amnt,0.21241019662451385
2015-04,fico_n,0.26329301529164023
2015-04,experience_c,0.0
2015-04,emp_length,0.012433482630061912
2015-04,purpose,0.07682892265455023
2015-04,home_ownership_n,0.049609876366630466
2015-04,addr_state,0.015553831485065613
2015-04,zip_code,0.12202890312538969
2015-04,fed_funds_rate,0.0010880946619800421
2015-04,us_unemployment,0.07659962929573291
2015-04,vix_close,0.0020218708748538676
2015-04,us_10y_treasury,0.0008705948443917138
2015-04,us_real_gdp_yoy,0.0006110715419551138
2015-05,revenue,0.1548313832901733
2015-05,dti_n,0.13172868573203028
2015-05,loan_amnt,0.21870260038611433
2015-05,fico_n,0.2715674278262121
2015-05,experience_c,0.0
2015-05,emp_length,0.012565327109327009
2015-05,purpose,0.07553405324549796
2015-05,home_ownership_n,0.049856663032873845
2015-05,addr_state,0.015351742558175403
2015-05,zip_code,0.12722282278118832
2015-05,fed_funds_rate,0.0017028406477068935
2015-05,us_unemployment,0.07595444178902791
2015-05,vix_close,0.002047888000740728
2015-05,us_10y_treasury,0.0005124887979839879
2015-05,us_real_gdp_yoy,0.0006777794155189744
2015-06,revenue,0.15495879057212483
2015-06,dti_n,0.13103904386976628
2015-06,loan_amnt,0.219259393917715
2015-06,fico_n,0.2693362387838153
2015-06,experience_c,0.0
2015-06,emp_length,0.01230330880092672
2015-06,purpose,0.07626787993241554
2015-06,home_ownership_n,0.05586516056158506
2015-06,addr_state,0.015288729739276901
2015-06,zip_code,0.12213866881331888
2015-06,fed_funds_rate,0.0017132133095142772
2015-06,us_unemployment,0.05855618137530009
2015-06,vix_close,0.0018677404060714713
2015-06,us_10y_treasury,0.0005253375461630498
2015-06,us_real_gdp_yoy,0.0006417234794919836
2015-07,revenue,0.15427112239038598
2015-07,dti_n,0.13299250426941142
2015-07,loan_amnt,0.21534016922628504
2015-07,fico_n,0.2754596991808275
2015-07,experience_c,0.0
2015-07,emp_length,0.012072330736523525
2015-07,purpose,0.08170648002634615
2015-07,home_ownership_n,0.0483794580967933
2015-07,addr_state,0.015263931034605417
2015-07,zip_code,0.12166903015520354
2015-07,fed_funds_rate,0.0014625488075123772
2015-07,us_unemployment,0.0759606558678227
2015-07,vix_close,0.001579310030550085
2015-07,us_10y_treasury,0.00035582195609953297
2015-07,us_real_gdp_yoy,0.0007110379302472928
2015-08,revenue,0.15634725868729685
2015-08,dti_n,0.13465608369240054
2015-08,loan_amnt,0.22262644175033858
2015-08,fico_n,0.2662917777218144
2015-08,experience_c,0.0
2015-08,emp_length,0.014373928871544235
2015-08,purpose,0.0843304884011755
2015-08,home_ownership_n,0.05098932668406375
2015-08,addr_state,0.01499780200546094
2015-08,zip_code,0.12070702659890124
2015-08,fed_funds_rate,0.0014405065488967911
2015-08,us_unemployment,0.07506994775412479
2015-08,vix_close,0.001408041980771429
2015-08,us_10y_treasury,0.0003931097507935025
2015-08,us_real_gdp_yoy,0.0002460972246118426
2015-09,revenue,0.15654119776271785
2015-09,dti_n,0.12930314812035323
2015-09,loan_amnt,0.2232626092530246
2015-09,fico_n,0.2770324570544663
2015-09,experience_c,0.0
2015-09,emp_length,0.013588768251568467
2015-09,purpose,0.08232151061397935
2015-09,home_ownership_n,0.04609861879393192
2015-09,addr_state,0.013574917265523316
2015-09,zip_code,0.12228087984869332
2015-09,fed_funds_rate,0.0013875197948119587
2015-09,us_unemployment,0.07521294105819817
2015-09,vix_close,0.01924523275128006
2015-09,us_10y_treasury,0.000519946724688401
2015-09,us_real_gdp_yoy,0.00025257853689560777
2015-10,revenue,0.1546896672636811
2015-10,dti_n,0.1300591996100825
2015-10,loan_amnt,0.21811454950627834
2015-10,fico_n,0.2726236698523198
2015-10,experience_c,0.0
2015-10,emp_length,0.013672698045029016
2015-10,purpose,0.08071727127684444
2015-10,home_ownership_n,0.0474102130121722
2015-10,addr_state,0.01344137585237941
2015-10,zip_code,0.12112576629443753
2015-10,fed_funds_rate,0.0017241993328125345
2015-10,us_unemployment,0.07449872232924999
2015-10,vix_close,0.018647717471707775
2015-10,us_10y_treasury,0.0006613325990967625
2015-10,us_real_gdp_yoy,0.00026110689034935185
2015-11,revenue,0.15274476554040375
2015-11,dti_n,0.13537871782064476
2015-11,loan_amnt,0.21980297416648484
2015-11,fico_n,0.2740748271302241
2015-11,experience_c,0.0
2015-11,emp_length,0.013539306187110519
2015-11,purpose,0.08325775982673388
2015-11,home_ownership_n,0.04823278574587035
2015-11,addr_state,0.014864091045262514
2015-11,zip_code,0.122482909429376
2015-11,fed_funds_rate,0.001452441416843279
2015-11,us_unemployment,0.07854301744987549
2015-11,vix_close,0.0020104973728052606
2015-11,us_10y_treasury,0.0003494759238492724
2015-11,us_real_gdp_yoy,0.005796532289734403
2015-12,revenue,0.15247435720437943
2015-12,dti_n,0.13389060605208616
2015-12,loan_amnt,0.2192330738172137
2015-12,fico_n,0.2727689018501423
2015-12,experience_c,0.0
2015-12,emp_length,0.014354565880822267
2015-12,purpose,0.08823704093921346
2015-12,home_ownership_n,0.048444785859907705
2015-12,addr_state,0.014581456062286828
2015-12,zip_code,0.118320197756047
2015-12,fed_funds_rate,0.001460244843345753
2015-12,us_unemployment,0.07871962309349485
2015-12,vix_close,0.0021093544380269644
2015-12,us_10y_treasury,0.00037991921635729953
2015-12,us_real_gdp_yoy,0.005799584738204196
2016-01,revenue,0.1485714947143885
2016-01,dti_n,0.13377763500861573
2016-01,loan_amnt,0.21404599595375365
2016-01,fico_n,0.2613000194843548
2016-01,experience_c,0.0
2016-01,emp_length,0.014234623794341907
2016-01,purpose,0.09029418828403152
2016-01,home_ownership_n,0.045787469881492064
2016-01,addr_state,0.014666591093391823
2016-01,zip_code,0.12409946158413727
2016-01,fed_funds_rate,0.01857710904082626
2016-01,us_unemployment,0.07831420089624273
2016-01,vix_close,0.0016138124095289486
2016-01,us_10y_treasury,0.00037389549166956033
2016-01,us_real_gdp_yoy,0.0062270444040589176
2016-02,revenue,0.1501445297030105
2016-02,dti_n,0.13186501635005785
2016-02,loan_amnt,0.20829026949248566
2016-02,fico_n,0.285218335877761
2016-02,experience_c,0.0
2016-02,emp_length,0.014810520183948185
2016-02,purpose,0.0867511901671615
2016-02,home_ownership_n,0.03975881313006986
2016-02,addr_state,0.013519657302120958
2016-02,zip_code,0.12154447992601634
2016-02,fed_funds_rate,0.03164138760370706
2016-02,us_unemployment,0.0791616527322236
2016-02,vix_close,0.010928391738006225
2016-02,us_10y_treasury,0.000670913049408343
2016-02,us_real_gdp_yoy,0.005765989036005482
2016-03,revenue,0.1481280990727112
2016-03,dti_n,0.1319555580036166
2016-03,loan_amnt,0.2148342290434241
2016-03,fico_n,0.280009630832396
2016-03,experience_c,0.0
2016-03,emp_length,0.013209387721710795
2016-03,purpose,0.08651866419408494
2016-03,home_ownership_n,0.03935278489738726
2016-03,addr_state,0.013313057146584522
2016-03,zip_code,0.11748619023351305
2016-03,fed_funds_rate,0.03290047614465137
2016-03,us_unemployment,0.07802830324807637
2016-03,vix_close,0.010511564226626814
2016-03,us_10y_treasury,0.0006396350309327691
2016-03,us_real_gdp_yoy,0.0057030658024298814
2016-04,revenue,0.15212489581322397
2016-04,dti_n,0.12953120244901942
2016-04,loan_amnt,0.21356648188102528
2016-04,fico_n,0.28071991846917593
2016-04,experience_c,0.0
2016-04,emp_length,0.014022441366643108
2016-04,purpose,0.08607205311013419
2016-04,home_ownership_n,0.03928098872802076
2016-04,addr_state,0.01411008909124588
2016-04,zip_code,0.11967349715144208
2016-04,fed_funds_rate,0.03286577274020055
2016-04,us_unemployment,0.07758857570575893
2016-04,vix_close,0.0018661301506684611
2016-04,us_10y_treasury,0.000517050279918984
2016-04,us_real_gdp_yoy,0.005731935718856159
2016-05,revenue,0.14689610032351566
2016-05,dti_n,0.13202757563828638
2016-05,loan_amnt,0.21798257415772074
2016-05,fico_n,0.28335899092543726
2016-05,experience_c,0.0
2016-05,emp_length,0.014741757555126972
2016-05,purpose,0.08319793811171829
2016-05,home_ownership_n,0.04033810816987239
2016-05,addr_state,0.01418966426710051
2016-05,zip_code,0.11393436421907872
2016-05,fed_funds_rate,0.032376950891292826
2016-05,us_unemployment,0.07921919366847582
2016-05,vix_close,0.0020644349480715305
2016-05,us_10y_treasury,0.0004993223005980723
2016-05,us_real_gdp_yoy,0.005640212974478808
2016-06,revenue,0.14296159743390371
2016-06,dti_n,0.12716339358776527
2016-06,loan_amnt,0.20943782719238538
2016-06,fico_n,0.2743542322930544
2016-06,experience_c,0.0
2016-06,emp_length,0.012209785373520712
2016-06,purpose,0.08690924286139248
2016-06,home_ownership_n,0.039120209064465714
2016-06,addr_state,0.014625440262303177
2016-06,zip_code,0.12187751061534324
2016-06,fed_funds_rate,0.033030239729579934
2016-06,us_unemployment,0.07744571793064407
2016-06,vix_close,0.0020113853713143275
2016-06,us_10y_treasury,0.00048024098005478873
2016-06,us_real_gdp_yoy,0.0061488979104981295
2016-07,revenue,0.1455217017682316
2016-07,dti_n,0.13065328932393608
2016-07,loan_amnt,0.20944852694580413
2016-07,fico_n,0.26631666273434396
2016-07,experience_c,0.0
2016-07,emp_length,0.013549907945686042
2016-07,purpose,0.08189674666181991
2016-07,home_ownership_n,0.04011005672724237
2016-07,addr_state,0.014432909472497044
2016-07,zip_code,0.11963611687940114
2016-07,fed_funds_rate,0.03322336823519398
2016-07,us_unemployment,0.07770218088780344
2016-07,vix_close,0.00214289148123786
2016-07,us_10y_treasury,0.000502277731671173
2016-07,us_real_gdp_yoy,0.005751791678921132
2016-08,revenue,0.14444394818989403
2016-08,dti_n,0.12764253294199965
2016-08,loan_amnt,0.21159771925616355
2016-08,fico_n,0.2726875538543719
2016-08,experience_c,0.0
2016-08,emp_length,0.013170754027031755
2016-08,purpose,0.08355622341272209
2016-08,home_ownership_n,0.03920642416773247
2016-08,addr_state,0.01403301536555097
2016-08,zip_code,0.11848423770186516
2016-08,fed_funds_rate,0.03356859465694267
2016-08,us_unemployment,0.07757710222900743
2016-08,vix_close,0.0014261236136666883
2016-08,us_10y_treasury,0.0004921466253980733
2016-08,us_real_gdp_yoy,0.005963287480927645
2016-09,revenue,0.14379286432982769
2016-09,dti_n,0.12537801351510852
2016-09,loan_amnt,0.2141604449170056
2016-09,fico_n,0.2779501786406607
2016-09,experience_c,0.0
2016-09,emp_length,0.01330813348964837
2016-09,purpose,0.08530723769678235
2016-09,home_ownership_n,0.0401570259557697
2016-09,addr_state,0.014528518466091253
2016-09,zip_code,0.12077496576748448
2016-09,fed_funds_rate,0.03461103934780891
2016-09,us_unemployment,0.07691924720513006
2016-09,vix_close,0.001696947534246177
2016-09,us_10y_treasury,0.0004799720366096733
2016-09,us_real_gdp_yoy,0.006212885346487608
2016-10,revenue,0.14563240179429113
2016-10,dti_n,0.12481449948670321
2016-10,loan_amnt,0.21442067377919838
2016-10,fico_n,0.27881823050112153
2016-10,experience_c,0.0
2016-10,emp_length,0.01393230501458211
2016-10,purpose,0.08344425085893269
2016-10,home_ownership_n,0.03982008336008161
2016-10,addr_state,0.014423221040243584
2016-10,zip_code,0.12140977608746199
2016-10,fed_funds_rate,0.034243280476669996
2016-10,us_unemployment,0.07708809324444842
2016-10,vix_close,0.0013866954047285166
2016-10,us_10y_treasury,0.00047021492230874326
2016-10,us_real_gdp_yoy,0.006200820672353579
2016-11,revenue,0.1437451876603418
2016-11,dti_n,0.12475723233730528
2016-11,loan_amnt,0.2058510959048018
2016-11,fico_n,0.2702354603589841
2016-11,experience_c,0.0
2016-11,emp_length,0.013635687364741111
2016-11,purpose,0.08526892565994267
2016-11,home_ownership_n,0.04064609798400865
2016-11,addr_state,0.014208052095565079
2016-11,zip_code,0.11855111245657617
2016-11,fed_funds_rate,0.03448706623570711
2016-11,us_unemployment,0.07755491181383085
2016-11,vix_close,0.0016219600815075776
2016-11,us_10y_treasury,0.00048433347575618953
2016-11,us_real_gdp_yoy,0.00596985292370107
2016-12,revenue,0.14289439980703003
2016-12,dti_n,0.1282889552117482
2016-12,loan_amnt,0.21118639001228992
2016-12,fico_n,0.26805929706480586
2016-12,experience_c,0.0
2016-12,emp_length,0.015076927497962607
2016-12,purpose,0.08303294489432105
2016-12,home_ownership_n,0.0390045202188367
2016-12,addr_state,0.014296159575301412
2016-12,zip_code,0.1216479666352333
2016-12,fed_funds_rate,0.03542128445805328
2016-12,us_unemployment,0.07755996834136884
2016-12,vix_close,0.0014357184846805894
2016-12,us_10y_treasury,0.0003614392343666294
2016-12,us_real_gdp_yoy,0.005957141751943708
2017-01,revenue,0.14988764527327741
2017-01,dti_n,0.1276861704482603
2017-01,loan_amnt,0.21357021076169655
2017-01,fico_n,0.2894550954691952
2017-01,experience_c,0.0
2017-01,emp_length,0.014004009554888069
2017-01,purpose,0.08461536029453684
2017-01,home_ownership_n,0.04116680612298213
2017-01,addr_state,0.013796299788161827
2017-01,zip_code,0.12007641643129295
2017-01,fed_funds_rate,0.03432343540351705
2017-01,us_unemployment,0.07756722115003105
2017-01,vix_close,0.001930661087304357
2017-01,us_10y_treasury,0.0003623183647937264
2017-01,us_real_gdp_yoy,0.005899030466603922
2017-02,revenue,0.15035597379876747
2017-02,dti_n,0.12385115242018492
2017-02,loan_amnt,0.21593425426302298
2017-02,fico_n,0.274590163505519
2017-02,experience_c,0.0
2017-02,emp_length,0.014594556496943589
2017-02,purpose,0.08573427349557126
2017-02,home_ownership_n,0.040704151689668386
2017-02,addr_state,0.014213433463860442
2017-02,zip_code,0.12302044680451638
2017-02,fed_funds_rate,0.03412252272057854
2017-02,us_unemployment,0.07648111835466656
2017-02,vix_close,0.00148599056791292
2017-02,us_10y_treasury,0.00037821595708123766
2017-02,us_real_gdp_yoy,0.00591300605154261
2017-03,revenue,0.15174359722788852
2017-03,dti_n,0.12614267522634304
2017-03,loan_amnt,0.21566150418695373
2017-03,fico_n,0.2799685167765945
2017-03,experience_c,0.0
2017-03,emp_length,0.013917224866108505
2017-03,purpose,0.08198445283094169
2017-03,home_ownership_n,0.04108559271000958
2017-03,addr_state,0.014613779222568136
2017-03,zip_code,0.12464117576168789
2017-03,fed_funds_rate,0.03417673476655881
2017-03,us_unemployment,0.07671124051929967
2017-03,vix_close,0.00149102002411076
2017-03,us_10y_treasury,0.00033755764775513414
2017-03,us_real_gdp_yoy,0.005827870460846924
2017-04,revenue,0.13814942933341642
2017-04,dti_n,0.12832652448339374
2017-04,loan_amnt,0.216402243425782
2017-04,fico_n,0.2841068710560057
2017-04,experience_c,0.0
2017-04,emp_length,0.01382281159108583
2017-04,purpose,0.08660440975291264
2017-04,home_ownership_n,0.02318937956229233
2017-04,addr_state,0.015014731568879168
2017-04,zip_code,0.11597305301160397
2017-04,fed_funds_rate,0.11209431368847135
2017-04,us_unemployment,0.0811216080281153
2017-04,vix_close,0.0014504375002775507
2017-04,us_10y_treasury,0.0003359718435000059
2017-04,us_real_gdp_yoy,0.006057262737146973
2017-05,revenue,0.14278762848168153
2017-05,dti_n,0.12948029613747453
2017-05,loan_amnt,0.20968019979382
2017-05,fico_n,0.2956010993901906
2017-05,experience_c,0.0
2017-05,emp_length,0.013746386885480614
2017-05,purpose,0.08899316522146715
2017-05,home_ownership_n,0.022969254674571754
2017-05,addr_state,0.015627773640870975
2017-05,zip_code,0.11604103791936976
2017-05,fed_funds_rate,0.11172111643752265
2017-05,us_unemployment,0.08000677449268656
2017-05,vix_close,0.0019897185749490694
2017-05,us_10y_treasury,0.0003606547170344249
2017-05,us_real_gdp_yoy,0.00026546107995895155
2017-06,revenue,0.14356464990148915
2017-06,dti_n,0.12540196054272132
2017-06,loan_amnt,0.20892748507427267
2017-06,fico_n,0.2925930409705491
2017-06,experience_c,0.0
2017-06,emp_length,0.012238222744542405
2017-06,purpose,0.08398994836674936
2017-06,home_ownership_n,0.02384455964430674
2017-06,addr_state,0.015319314876147044
2017-06,zip_code,0.11738540696918058
2017-06,fed_funds_rate,0.1102625879988361
2017-06,us_unemployment,0.07782456404970427
2017-06,vix_close,0.0020471192026862866
2017-06,us_10y_treasury,0.0003732007031872713
2017-06,us_real_gdp_yoy,0.00025103583074339317
2017-07,revenue,0.14145943549844786
2017-07,dti_n,0.12474324172962759
2017-07,loan_amnt,0.2135524905274732
2017-07,fico_n,0.2917246135808924
2017-07,experience_c,0.0
2017-07,emp_length,0.012328964052861074
2017-07,purpose,0.08734114651516536
2017-07,home_ownership_n,0.024778491331593842
2017-07,addr_state,0.014574478594481095
2017-07,zip_code,0.11871667732455779
2017-07,fed_funds_rate,0.11142659717443026
2017-07,us_unemployment,0.07728389863987549
2017-07,vix_close,0.0019470502886142183
2017-07,us_10y_treasury,0.0003363761706459186
2017-07,us_real_gdp_yoy,0.00024822145933651904
2017-08,revenue,0.14111008962523963
2017-08,dti_n,0.12325636739906501
2017-08,loan_amnt,0.21628833208195317
2017-08,fico_n,0.2972979916509773
2017-08,experience_c,0.0
2017-08,emp_length,0.014174689577104238
2017-08,purpose,0.08933602286218521
2017-08,home_ownership_n,0.024286589559473402
2017-08,addr_state,0.014905427124822377
2017-08,zip_code,0.11755766154852258
2017-08,fed_funds_rate,0.111719076350869
2017-08,us_unemployment,0.07552069228915509
2017-08,vix_close,0.0019955522891882847
2017-08,us_10y_treasury,0.0003408725757394915
2017-08,us_real_gdp_yoy,0.0002455323931831398
2017-09,revenue,0.1446154307490016
2017-09,dti_n,0.1327475299634271
2017-09,loan_amnt,0.21489424577013547
2017-09,fico_n,0.3006626986200609
2017-09,experience_c,0.0
2017-09,emp_length,0.015425080795437479
2017-09,purpose,0.08998235135301966
2017-09,home_ownership_n,0.024380816933575016
2017-09,addr_state,0.014775746798383168
2017-09,zip_code,0.11738377511321435
2017-09,fed_funds_rate,0.10882354726559042
2017-09,us_unemployment,0.08021702318498142
2017-09,vix_close,0.0019110880590487126
2017-09,us_10y_treasury,0.0004402433281153373
2017-09,us_real_gdp_yoy,0.00027955505762596554
2017-10,revenue,0.14422185873467505
2017-10,dti_n,0.1324891791625792
2017-10,loan_amnt,0.2130729351803809
2017-10,fico_n,0.3102232737376586
2017-10,experience_c,0.0
2017-10,emp_length,0.01358906922436568
2017-10,purpose,0.09823912326104549
2017-10,home_ownership_n,0.02516882543444996
2017-10,addr_state,0.014691810161001413
2017-10,zip_code,0.122805466029679
2017-10,fed_funds_rate,0.108592574675169
2017-10,us_unemployment,0.07629412713515137
2017-10,vix_close,0.0020600047709087533
2017-10,us_10y_treasury,0.0003240286668891026
2017-10,us_real_gdp_yoy,0.0002861621289776347
2017-11,revenue,0.14697543420500675
2017-11,dti_n,0.13047498567218507
2017-11,loan_amnt,0.21040164394181618
2017-11,fico_n,0.3035022116683499
2017-11,experience_c,0.0
2017-11,emp_length,0.016537252553573335
2017-11,purpose,0.09925474954427414
2017-11,home_ownership_n,0.02428653035939325
2017-11,addr_state,0.014911773701135547
2017-11,zip_code,0.1230582416816133
2017-11,fed_funds_rate,0.11244231223440297
2017-11,us_unemployment,0.07718882431112777
2017-11,vix_close,0.0020120993406642375
2017-11,us_10y_treasury,0.0003438515259481341
2017-11,us_real_gdp_yoy,0.00040132348288694303
2017-12,revenue,0.14523269763476201
2017-12,dti_n,0.13364000151767585
2017-12,loan_amnt,0.20887578700363954
