month,revenue,dti_n,loan_amnt,fico_n,experience_c,emp_length,purpose,home_ownership_n,addr_state,zip_code,fed_funds_rate,us_unemployment,vix_close,us_10y_treasury,us_real_gdp_yoy
2013-12,-3.6166503459875818e-06,0.01591899063965877,2.6203605878670175e-05,-0.009916879072959068,0.0,-0.004935455459355251,0.001719920992550485,-0.34907444243505653,0.01921013511016424,-2.12729002772212,0.31799759689333185,-0.10662406668960778,-0.006690399409820577,0.021803797500729378,-0.05247418693438257
2014-01,-3.495839303819367e-06,0.01609772343645163,2.564159118066621e-05,-0.009955930086612955,0.0,-0.005021691348463451,0.009693055825812199,-0.3571414466731584,0.02616604371929124,-2.2577909157860705,-0.23029309517569652,0.04374069694832402,-0.0062303064545303375,0.10196301253799783,-0.025788411158437743
2014-02,-3.3273617547921114e-06,0.016213984676584872,2.5360872745837338e-05,-0.010072100164938456,0.0,-0.005320730476481269,0.018698155777579245,-0.3612733989682698,0.05883002177979683,-2.3853267230085833,0.1143654733211036,0.015355203999297271,-0.005268857129052861,0.06784763595985048,-0.0373626670656906
2014-03,-2.308084334683232e-06,0.017739511101854392,2.2929400250815944e-05,-0.01029072998545985,0.0,-0.005942459945313803,0.047361127211549184,-0.3929886468774702,0.0145268251808176,-2.5861855326155645,0.21770677847096004,-0.0019259758867658744,-0.00206724464197298,0.047027680728517124,-0.034049487073327875
2014-04,-2.3025199508997478e-06,0.01773936631971547,2.2850151358248675e-05,-0.010384233648995564,0.0,-0.006134119992385728,0.06035808425046788,-0.3924818051576182,0.028958226010442206,-2.629115278167062,0.21438946327314046,-0.003943206588519614,0.0012608186583012038,0.04440953586078036,-0.02175232331267793
2014-05,-2.2914928326448037e-06,0.01755383932383548,2.2788596477423524e-05,-0.010427177355843998,0.0,-0.006281001742260326,0.052690114727427795,-0.3999897878129902,0.047682388130544366,-2.7286735040776717,0.06038267636058263,0.03952265359289573,0.0019989700943536257,0.08957529985267164,-0.03192228802142455
2014-06,-2.3786408586265983e-06,0.017937446055479502,2.3213602876064334e-05,-0.010510105079727172,0.0,-0.006496642940494835,0.05179370009283886,-0.3921832977881997,0.052679077598295175,-2.430740115472412,0.5021614204505193,-0.14773663857082328,-0.002601998632180936,-0.05321356926388778,-0.0011637439457279244
2014-07,-2.4345839501119807e-06,0.018355427873660155,2.3849225345431173e-05,-0.01062054120649345,0.0,-0.006540548086587792,0.05476567995100803,-0.38794172804375393,0.10395469599978625,-2.305021433635009,0.5053670012638014,-0.16033062583396093,-0.002997052246295766,-0.038264865655172786,-0.005971961495472401
2014-08,-2.5316011856339067e-06,0.019244093415095635,2.4654647582439002e-05,-0.010778590361016456,0.0,-0.006366835101903116,0.05554785356752177,-0.39667851807180576,0.10827200570956057,-2.113490702521342,0.41952943437142115,0.006729057771091176,0.0008712957314632538,0.009771705410533894,0.07939101960794012
2014-09,-2.5390066873848668e-06,0.01968309469860445,2.497628101124737e-05,-0.0108263998618657,0.0,-0.006375535142411464,0.04808579128890489,-0.3936833092688112,0.14059445137950077,-2.0357099291245664,0.1620109062717406,0.010181130721783197,-0.006612820783308992,0.08574806301792116,0.08288891642137972
2014-10,-2.281015006234932e-06,0.020549657112751384,2.4588579034117e-05,-0.010886970308974198,0.0,-0.0063075607537777054,0.04492860066018897,-0.3950927574744661,0.16522265908628012,-2.0706954780704803,0.49350503473824736,0.03337203246745496,-0.007804710593085012,0.13234997059944512,0.09387690743135674
2014-11,-2.339533793662609e-06,0.021188753009978464,2.520251823107473e-05,-0.01097567085790926,0.0,-0.006739802498065988,0.05916753272548861,-0.391351396705621,0.22308762004864105,-1.7322325998282002,0.018167779122289323,-0.010783801624075759,0.00047498481121751294,-0.0012851045576032021,-0.010305943519338404
2014-12,-2.326171408084186e-06,0.021276598153041996,2.5407817262234303e-05,-0.011024683614676085,0.0,-0.006686615201859778,0.06027659648833905,-0.39021615759694733,0.24329031219965846,-1.5839440137419416,-0.0003472002663047565,-0.010651617687121985,0.00018928224675112177,0.005248547149997396,-0.00759342427933422
2015-01,-2.235593246612383e-06,0.021351484074721556,2.5093388589196308e-05,-0.011001786853397191,0.0,-0.006987177839515418,0.057525916979805525,-0.3862326099962306,0.22979391497921203,-1.4073494666492812,-0.03452441181894959,-0.014497598582446935,-0.00010745513128881948,0.014280317248339119,-0.0062361141350019324
2015-02,-1.8203787838445928e-06,0.021720737496313633,2.3764582472452535e-05,-0.011095733654012377,0.0,-0.007294765258007508,0.07463516639212252,-0.37745990084586645,0.24166894612982734,-1.4882612011028735,0.14491454696062145,-0.015100468899821582,0.00011358207771804935,0.012265563616793701,-0.0075309804017245924
2015-03,-2.132391814537513e-06,0.021181401006290897,2.446864306771472e-05,-0.01114738674349206,0.0,-0.007105247084142305,0.07888585007326483,-0.3699703647248009,0.25073676507770126,-1.3264024399321408,0.1290503042616239,-0.02526826742333552,-0.00024075255127415938,0.001639773458164624,0.004959529337610865
2015-04,-2.13551933112773e-06,0.02119934649954294,2.4371790770964386e-05,-0.011147908803910696,0.0,-0.007189165871431244,0.08670795169213069,-0.36634393532947795,0.24036679206216527,-1.3206301376198868,0.11114911506052684,-0.03856950037709981,-0.00036440347676371413,0.006495347981923798,0.008044898256198328
2015-05,-1.889941083211684e-06,0.02147946457420947,2.3381526446662338e-05,-0.011129825752571274,0.0,-0.007027604607196034,0.08648620349020447,-0.35463740804219746,0.1872461766653597,-1.4368444056178076,0.21992607303007752,-0.01923475452591801,-0.0002856677253313221,0.01810228420822657,0.0120598603063163
2015-06,-1.7913432128035246e-06,0.02169251694450959,2.2855567901015704e-05,-0.011090565333302096,0.0,-0.006802959068547255,0.09484519949528089,-0.35119243907986936,0.18704205343010852,-1.5481234053202835,0.16179506877213867,-0.016879595469754802,4.0387882968358265e-05,0.028113150394302046,0.014689269390018545
2015-07,-1.8597481301041866e-06,0.021664601148488928,2.3195550904080266e-05,-0.011062777636958341,0.0,-0.006733414073264545,0.09528551937672852,-0.35117640235647374,0.2101224892937568,-1.5321370190004437,-0.16544576511158327,-0.04703420404905167,0.0011749090885288314,0.026360406985249215,0.012513221729672275
2015-08,-1.4119742592091162e-06,0.02219064235968484,2.17939596546202e-05,-0.011008393733172984,0.0,-0.0072519039917949306,0.10580525310317847,-0.3514359173693827,0.2057289284876488,-1.7594010039513437,0.06553135420746484,-0.04261779733317833,-0.0011824623112398258,-0.02270844782528119,0.010314408153843543
2015-09,-1.3872964042445417e-06,0.02227864101798125,2.160286086974018e-05,-0.010925472509612967,0.0,-0.007174334622158574,0.11018102651519543,-0.3463288348602067,0.1889008876231061,-1.8717033528131037,0.06832877623599078,-0.03927398463831615,-0.0013821107446408685,-0.014031387254373378,0.0139554235883664
2015-10,-1.3315399918169448e-06,0.022084221422339047,2.1361180198136693e-05,-0.010933486191274051,0.0,-0.007086392860099788,0.11006475273022846,-0.34183035123991096,0.19271340194912656,-1.9077079999403554,0.03502142257980369,-0.03279706448820964,0.0008927961766055687,-0.04354399315485882,0.002194926221148053
2015-11,-1.230808656426723e-06,0.021802443556914512,2.1085061533814057e-05,-0.011031768745841296,0.0,-0.00711200178333131,0.124674218104992,-0.3474125950114479,0.1990249794271277,-2.3109541691312,-0.5819579719599663,-0.014657144215536936,0.0011989687564854926,-0.006457795241353173,-0.006502322488701008
2015-12,-1.0741955915508855e-06,0.0208837200204344,2.065695971359554e-05,-0.011029895714300766,0.0,-0.007312878878115619,0.12732480762003348,-0.35625605651995473,0.17283208291316293,-2.6440347863714946,0.12345150132177499,0.016716640843438567,0.0011312007444146273,0.016777070353883417,-0.015001101199324317
2016-01,-9.169634980520343e-07,0.01972165608006686,2.0173855058183517e-05,-0.011058440391279456,0.0,-0.007308472250960916,0.1330098531788673,-0.36280962104374354,0.13400456350405562,-3.059923455589834,0.4457747369950039,-0.017002227865128634,0.0006844597633447083,0.03693306425769235,-0.009050715059335131
2016-02,-9.60677341751926e-07,0.019300988996261613,2.011663756270128e-05,-0.01102393324120381,0.0,-0.007046187419279208,0.12544500703427516,-0.3575288694181734,0.11661426388121193,-2.988683173634341,-0.12005213936154564,-0.07137850785014087,0.0006936536015914539,0.0875803347955886,0.0351657649753541
2016-03,-9.239815939321412e-07,0.018544554345578404,1.984505588206805e-05,-0.011099283475305246,0.0,-0.006934012026794792,0.12172472712275194,-0.34415019049688206,0.14043167027064915,-2.907829332944301,-0.12269442044552564,-0.06098311578040577,0.004096671917988827,-0.006841616577039208,-0.0921195338512407
2016-04,-8.947219899763216e-07,0.017727411296470295,1.9631705008252443e-05,-0.011072247313080898,0.0,-0.006926519777122284,0.1114932148932664,-0.3318654900381026,0.12132907283783369,-2.959637049150032,-0.016458705426896605,-0.011328910745162285,0.0018589962217663513,-0.0603696437376588,-0.05111867138296172
2016-05,-8.382612068430693e-07,0.016702683725810158,1.930836594895436e-05,-0.010971318853803314,0.0,-0.0068706136460601015,0.09580335162492891,-0.32029944905550156,0.10362290271291821,-2.755985335806381,0.014421497002090115,0.0013299634796125916,0.00023590563391620234,-0.04982473369363558,-0.07254668666864675
2016-06,-9.080464679202703e-07,0.015425525658845035,1.9385563670927938e-05,-0.010977502675458432,0.0,-0.006796958223307631,0.0855697648039786,-0.30414395525674026,0.10203756951992286,-2.662841298905167,0.003411678120005396,-0.03814626475685188,-0.00035937779031621327,-0.07125229955660387,-0.035262553369316114
2016-07,-1.0457230144566988e-06,0.014705261454069021,1.9569765395138354e-05,-0.010964272269939087,0.0,-0.00649512203651702,0.06912576437233725,-0.27922169262886876,0.10510182103750225,-2.474535331647044,0.26875484950341355,0.0013427453487030955,0.00046333292071324,-0.023385405006786784,-0.005595293386959858
2016-08,-1.1687445355513778e-06,0.014264472371454137,2.0120062241247597e-05,-0.010937361655947603,0.0,-0.006619856429289112,0.05688856993654717,-0.2664237471459737,0.09882886286470806,-2.3022468191500245,0.03648046673201522,0.016867353026528125,0.0007036236316663632,-0.031223897431420223,-0.004432475565548627
2016-09,-1.0470475373589464e-06,0.014371623749496966,2.0004699999428377e-05,-0.010854682884578129,0.0,-0.006931477490025224,0.04540261263412219,-0.2677069520922743,0.06251285942320321,-2.207412892829034,-0.11127307637524335,0.016624712074197218,0.0011656887801340411,-0.03524804280244748,-0.009861885729128847
2016-10,-1.1862594196096723e-06,0.012997706576923358,2.0541850869247867e-05,-0.010777461253410388,0.0,-0.006828936238446963,0.0323464969446127,-0.25759321142943226,0.045359088354596094,-2.1256854988326657,-0.4387990362717085,0.04205379377334252,-0.002890814962145123,-0.05346798972802236,-0.04162389842121654
2016-11,-1.2658985576726314e-06,0.012961291509925007,2.0739371513086143e-05,-0.010789410790710911,0.0,-0.006573089272733953,0.028576628798090264,-0.26121882013044473,0.03130074287647349,-2.014693604524821,-0.8284957443158483,0.0033467255985114705,0.0005659021476402218,-0.05961249258847182,-0.011939932714488675
2016-12,-1.0690942181826286e-06,0.012129193087978104,2.0171237469340375e-05,-0.01084182406009584,0.0,-0.006362782649923367,0.03842412980790382,-0.2689544173285875,0.007589820108880454,-2.116570225807931,-0.053795264323169875,-0.11166719822941301,0.004430196194531409,-0.05604049715883282,-0.016714985885955526
2017-01,-1.1346546207959787e-06,0.010547084278834596,2.0243899738361102e-05,-0.010872340212032146,0.0,-0.006541402338620602,0.044617533109442324,-0.2666936259764854,-0.007190133629286114,-2.1179305802534345,-0.13343293021359226,-0.12321847874378768,0.002810734379964286,-0.008742384281655595,-0.03243371986702167
2017-02,-1.0135977162079907e-06,0.008810625964620476,1.9722461967368305e-05,-0.010934309753808567,0.0,-0.006279127288549751,0.053641794407152686,-0.26754429819163583,-0.03695064328974691,-2.333659823557065,-0.16897730294163255,-0.09775317798779207,0.000624031725734052,-0.013145907706802192,-0.0016769508497481093
2017-03,-1.189704250163702e-06,0.008241102845850072,1.987530554626815e-05,-0.01093587369643027,0.0,-0.0058416309607632185,0.05152163744757143,-0.2687180691941508,-0.05178176410133511,-2.274309657763186,-0.004917471492972754,-0.08950613408478499,-0.01579777269999366,-0.1287993139215932,0.23938255749414367
2017-04,-1.050928909877703e-06,0.007616577968379653,1.9351763539215952e-05,-0.010972339302886812,0.0,-0.005870366964159435,0.05986227886074987,-0.2703428654818839,-0.07451585445244982,-2.3690010974417683,-0.012887381570746786,0.008596117183069378,-0.017515518217248973,-0.10310550092138848,0.2662452082718881
2017-05,-1.1471040456991693e-06,0.006817361325308109,1.96989675903443e-05,-0.011023056767261797,0.0,-0.005683302283947089,0.06117897672550515,-0.2539612541900684,-0.04166515304388931,-2.1837702094469567,0.37341135431233,-0.09061789644195775,-0.054769564447794246,-0.40912078885268544,1.54714965023956
2017-06,-1.3658430594889656e-06,0.00659113654954788,2.033160609082694e-05,-0.01098867569670136,0.0,-0.004989275176195851,0.05355200958798289,-0.228104305035964,0.0022600152988887672,-2.1552254204816133,-0.2539911473214712,-0.4683040658829012,-0.023249716075575636,0.33492100281414544,0.1128095886982284
2017-07,-1.2801310140311995e-06,0.007217170121618535,2.0119897553195224e-05,-0.010967736948019354,0.0,-0.004082828631258724,0.05011098918663795,-0.2250038449525479,-0.0006987309813578689,-2.225694033137994,-0.4284095681018457,-0.5501819122563129,-0.03326756899799337,0.28571024969783637,0.1191780430372075
2017-08,-1.506094948267328e-06,0.005785062518012091,2.0785487254260348e-05,-0.010958524594484587,0.0,-0.0033599707910523927,0.04733349379608501,-0.21353002660216916,0.03688014254318374,-2.2000828452634837,-0.4033098599422,-0.5439076536699216,-0.03851594058888425,0.250838388920716,0.041817627941783654
2017-09,-1.4386202576563084e-06,0.004401254896353576,2.095860554872607e-05,-0.010946945046555393,0.0,-0.003262011213890759,0.04927077681123268,-0.1945848988052246,0.034070530424590684,-2.322202262871136,-0.35328308513561935,-0.4847227890285194,-0.045419356384519737,0.3042589643064876,0.00013294623627247302
2017-10,-1.2439940846866134e-06,0.004031598150142427,2.0572168059240788e-05,-0.010994431835291002,0.0,-0.0029948981521046663,0.045403876770548406,-0.19717349605421255,0.01719571453255704,-2.268666420598476,0.06813556233116107,0.2735643805628777,0.016667334771932257,0.04413129106856615,0.08830118634953651
2017-11,-1.0971230198982122e-06,0.0038568895705764737,2.0130323518943462e-05,-0.010954917342418257,0.0,-0.0030682876479557336,0.042201427519245154,-0.20590096025877022,-0.0191520841228954,-2.3884514787237667,0.3000589372829315,0.5440478366948788,-0.0077753185811695906,0.1832892469844083,-0.44640207278691274
2017-12,-1.0706375078134426e-06,0.003701418955438425,2.0010828835878047e-05,-0.010893339142570084,0.0,-0.003690455626979839,0.03210938700275462,-0.21563627347914535,-0.03811474889641259,-2.2962851040706695,0.06655865898482878,0.11501003309148114,-0.0019247583790383707,-0.017030445973759738,0.02020354179135094
