year,n_test,base_rate_test,auroc,ks,brier,calib_slope
2014,223102,0.18449408790598024,0.6253851376144376,0.17782059395477567,0.14668357875982513,0.10799719325744317
2015,375543,0.2018463930894731,0.6306000001967698,0.185294764951988,0.15717439793724555,0.11955078128499975
2016,293057,0.23281818895300233,0.6266910498224636,0.1789379321638639,0.1774360621777504,0.13559692549003446
2017,169117,0.23127184138791487,0.6281598669415682,0.1791038623693446,0.17657519718248474,0.13819507276281429
